,Unnamed: 0,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,lat,lon,Channel
5696,5696,5697,CA-2018-126123,14/10/2018,18/10/2018,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",27.396,41.849,-87.7157,InStore
5697,5697,5698,CA-2018-126123,14/10/2018,18/10/2018,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,60623,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,13.456,41.849,-87.7157,Online
5698,5698,5699,CA-2017-143441,05/11/2017,05/11/2017,Same Day,EB-14170,Evan Bailliet,Consumer,United States,Laredo,Texas,78041,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,11.84,27.5569,-99.4907,Online
5699,5699,5700,CA-2018-148320,03/11/2018,08/11/2018,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,35.88,37.7917,-122.4186,Online
5700,5700,5701,CA-2017-125661,24/11/2017,26/11/2017,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105,East,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,40.752,41.4509,-81.619,InStore
5701,5701,5702,CA-2017-125661,24/11/2017,26/11/2017,First Class,CA-12055,Cathy Armstrong,Home Office,United States,Cleveland,Ohio,44105,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,139.96,41.4509,-81.619,Online
5702,5702,5703,US-2015-123519,14/12/2015,21/12/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,2.624,40.5876,-83.1271,Online
5703,5703,5704,US-2015-123519,14/12/2015,21/12/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,136.53,40.5876,-83.1271,Online
5704,5704,5705,US-2015-123519,14/12/2015,21/12/2015,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Marion,Ohio,43302,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,40.5876,-83.1271,InStore
5705,5705,5706,CA-2015-155593,03/11/2015,08/11/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,11.64,41.1692,-73.2681,Online
5706,5706,5707,CA-2018-136000,22/09/2018,25/09/2018,Second Class,SC-20440,Shaun Chance,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40.176,40.7262,-73.9796,Online
5707,5707,5708,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,40.7864,-73.9764,Online
5708,5708,5709,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,40.7864,-73.9764,Online
5709,5709,5710,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,40.7864,-73.9764,InStore
5710,5710,5711,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,2799.944,40.7864,-73.9764,Online
5711,5711,5712,US-2016-160857,08/05/2016,15/05/2016,Standard Class,NW-18400,Natalie Webber,Consumer,United States,New York City,New York,10024,East,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,19.44,40.7864,-73.9764,Online
5712,5712,5713,CA-2018-115805,31/07/2018,31/07/2018,Same Day,KW-16435,Katrina Willman,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10003092,Technology,Phones,Motorola L804,36.792,41.8196,-87.6126,Online
5713,5713,5714,US-2015-143707,01/03/2015,05/03/2015,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,40.8011,-73.9371,InStore
5714,5714,5715,CA-2018-116939,25/09/2018,29/09/2018,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,177.55,37.5477,-77.3948,Online
5715,5715,5716,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,42.2694,-83.7282,Online
5716,5716,5717,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,29.16,42.2694,-83.7282,Online
5717,5717,5718,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,57.96,42.2694,-83.7282,Online
5718,5718,5719,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian Moss,Corporate,United States,Ann Arbor,Michigan,48104,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,29.403,42.2694,-83.7282,InStore
5719,5719,5720,CA-2018-126550,29/03/2018,02/04/2018,Second Class,RD-19720,Roger Demir,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,81.4,40.4001,-86.8602,Online
5720,5720,5721,CA-2016-138674,14/11/2016,17/11/2016,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,44.0611,-123.0153,Online
5721,5721,5722,CA-2016-138674,14/11/2016,17/11/2016,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,91.176,44.0611,-123.0153,Online
5722,5722,5723,CA-2016-138674,14/11/2016,17/11/2016,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,159.968,44.0611,-123.0153,InStore
5723,5723,5724,CA-2017-165820,26/09/2017,30/09/2017,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,12.96,37.7917,-122.4186,InStore
5724,5724,5725,CA-2015-103191,22/09/2015,27/09/2015,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,41.8196,-87.6126,Online
5725,5725,5726,CA-2016-103933,25/09/2016,27/09/2016,First Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10011,East,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,899.91,40.7402,-73.9996,Online
5726,5726,5727,CA-2016-110548,04/05/2016,08/05/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Houston,Texas,77095,Central,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.344,29.8941,-95.6481,Online
5727,5727,5728,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,178.11,43.0356,-89.4526,Online
5728,5728,5729,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,1089.75,43.0356,-89.4526,Online
5729,5729,5730,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,43.0356,-89.4526,InStore
5730,5730,5731,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",459.92,43.0356,-89.4526,InStore
5731,5731,5732,CA-2018-117324,08/12/2018,13/12/2018,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",27.52,43.0356,-89.4526,InStore
5732,5732,5733,CA-2018-143574,29/06/2018,02/07/2018,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,41.2175,-73.0549,Online
5733,5733,5734,CA-2018-143574,29/06/2018,02/07/2018,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,30.69,41.2175,-73.0549,Online
5734,5734,5735,CA-2018-143574,29/06/2018,02/07/2018,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",25.16,41.2175,-73.0549,Online
5735,5735,5736,CA-2015-111773,29/06/2015,03/07/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,40.7864,-73.9764,Online
5736,5736,5737,CA-2015-148614,20/01/2015,25/01/2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,34.066,-118.474,Online
5737,5737,5738,CA-2015-148614,20/01/2015,25/01/2015,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,34.066,-118.474,Online
5738,5738,5739,CA-2017-156139,31/12/2017,06/01/2018,Standard Class,BP-11155,Becky Pak,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376,37.7917,-122.4186,Online
5739,5739,5740,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,38.2671,-122.0357,Online
5740,5740,5741,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,38.2671,-122.0357,Online
5741,5741,5742,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,38.2671,-122.0357,InStore
5742,5742,5743,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,26.72,38.2671,-122.0357,Online
5743,5743,5744,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,20.04,38.2671,-122.0357,Online
5744,5744,5745,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,38.2671,-122.0357,Online
5745,5745,5746,US-2018-147886,28/03/2018,31/03/2018,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,21.56,38.2671,-122.0357,Online
5746,5746,5747,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,35.6192,-77.3975,InStore
5747,5747,5748,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,35.6192,-77.3975,InStore
5748,5748,5749,CA-2017-113733,08/12/2017,12/12/2017,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Greenville,North Carolina,27834,South,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,16.56,35.6192,-77.3975,Online
5749,5749,5750,CA-2018-104913,18/11/2018,22/11/2018,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Long Beach,New York,11561,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",74.95,40.5877,-73.6595,InStore
5750,5750,5751,CA-2015-145800,30/05/2015,05/06/2015,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Buffalo Grove,Illinois,60089,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,42.1598,-87.9644,Online
5751,5751,5752,CA-2017-125850,22/01/2017,28/01/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,32.8455,-117.2521,Online
5752,5752,5753,CA-2017-125850,22/01/2017,28/01/2017,Standard Class,FP-14320,Frank Preis,Consumer,United States,San Diego,California,92037,West,OFF-LA-10004484,Office Supplies,Labels,Avery 476,20.65,32.8455,-117.2521,Online
5753,5753,5754,CA-2017-118514,03/02/2017,10/02/2017,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,37.7546,-84.2955,Online
5754,5754,5755,CA-2016-150749,29/03/2016,03/04/2016,Second Class,AS-10240,Alan Shonely,Consumer,United States,Springfield,Virginia,22153,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,38.7449,-77.237,Online
5755,5755,5756,CA-2015-163748,14/10/2015,18/10/2015,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.16,32.7968,-97.356,Online
5756,5756,5757,CA-2015-163748,14/10/2015,18/10/2015,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,32.7968,-97.356,Online
5757,5757,5758,CA-2016-119634,11/08/2016,16/08/2016,Standard Class,BW-11065,Barry Weirich,Consumer,United States,Raleigh,North Carolina,27604,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",46.152,35.8334,-78.5799,Online
5758,5758,5759,CA-2016-149300,22/11/2016,23/11/2016,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Hialeah,Florida,33012,South,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985,25.8654,-80.3059,Online
5759,5759,5760,US-2017-111528,30/12/2017,30/12/2017,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,34.0818,-118.1753,InStore
5760,5760,5761,US-2017-111528,30/12/2017,30/12/2017,Same Day,JP-16135,Julie Prescott,Home Office,United States,Los Angeles,California,90032,West,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,6.384,34.0818,-118.1753,InStore
5761,5761,5762,CA-2018-158169,12/08/2018,15/08/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,33.6437,-117.6868,InStore
5762,5762,5763,CA-2018-158169,12/08/2018,15/08/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Lake Forest,California,92630,West,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,54.92,33.6437,-117.6868,InStore
5763,5763,5764,CA-2016-162047,03/11/2016,05/11/2016,First Class,FH-14365,Fred Hopkins,Corporate,United States,Long Beach,New York,11561,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1448.82,40.5877,-73.6595,Online
5764,5764,5765,CA-2016-117772,10/09/2016,12/09/2016,Second Class,MC-17575,Matt Collins,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,47.6733,-122.3426,InStore
5765,5765,5766,US-2015-126340,08/11/2015,14/11/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,40.6278,-122.353,Online
5766,5766,5767,CA-2017-149685,08/10/2017,15/10/2017,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,78207,Central,OFF-LA-10004545,Office Supplies,Labels,Avery 50,60.144,29.4229,-98.526,Online
5767,5767,5768,CA-2018-126396,08/09/2018,12/09/2018,Second Class,AR-10345,Alex Russell,Corporate,United States,Houston,Texas,77070,Central,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,85.2,29.9781,-95.5803,Online
5768,5768,5769,CA-2016-154900,25/02/2016,01/03/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,3.15,42.5274,-71.7563,Online
5769,5769,5770,CA-2016-154900,25/02/2016,01/03/2016,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,42.5274,-71.7563,InStore
5770,5770,5771,CA-2016-103835,24/09/2016,28/09/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,34.0818,-118.1753,Online
5771,5771,5772,CA-2016-103835,24/09/2016,28/09/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,34.0818,-118.1753,InStore
5772,5772,5773,CA-2016-158939,26/11/2016,01/12/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Springfield,Missouri,65807,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,599.99,37.1668,-93.3085,InStore
5773,5773,5774,CA-2017-117408,31/08/2017,06/09/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Waco,Texas,76706,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,31.5171,-97.1198,Online
5774,5774,5775,CA-2017-142398,12/04/2017,16/04/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,34.0699,-118.3492,Online
5775,5775,5776,CA-2017-142398,12/04/2017,16/04/2017,Standard Class,BP-11290,Beth Paige,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,13.208,34.0699,-118.3492,InStore
5776,5776,5777,CA-2017-105277,04/12/2017,08/12/2017,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Auburn,New York,13021,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,15.528,42.93,-76.5626,InStore
5777,5777,5778,CA-2017-112060,04/12/2017,09/12/2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,104.85,37.7917,-122.4186,Online
5778,5778,5779,CA-2015-105270,11/11/2015,18/11/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,30.48,34.0116,-118.3411,Online
5779,5779,5780,CA-2015-105270,11/11/2015,18/11/2015,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,112.648,34.0116,-118.3411,InStore
5780,5780,5781,US-2016-159513,02/04/2016,09/04/2016,Standard Class,JD-15790,John Dryer,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10003329,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,34.066,-118.474,Online
5781,5781,5782,CA-2016-155586,12/12/2016,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,2.21,39.7224,-121.8113,Online
5782,5782,5783,CA-2016-155586,12/12/2016,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,15.52,39.7224,-121.8113,Online
5783,5783,5784,CA-2016-155586,12/12/2016,16/12/2016,Second Class,XP-21865,Xylona Preis,Consumer,United States,Chico,California,95928,West,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,39.7224,-121.8113,InStore
5784,5784,5785,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,217.764,44.0611,-123.0153,Online
5785,5785,5786,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,39.072,44.0611,-123.0153,InStore
5786,5786,5787,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",22.638,44.0611,-123.0153,InStore
5787,5787,5788,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144,44.0611,-123.0153,Online
5788,5788,5789,CA-2018-115070,10/04/2018,14/04/2018,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,12.32,30.2787,-81.5831,Online
5789,5789,5790,CA-2018-115070,10/04/2018,14/04/2018,Second Class,MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.419,30.2787,-81.5831,Online
5790,5790,5791,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35.0,35.3384,-119.0627,InStore
5791,5791,5792,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",72.784,35.3384,-119.0627,InStore
5792,5792,5793,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,35.3384,-119.0627,Online
5793,5793,5794,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,35.3384,-119.0627,InStore
5794,5794,5795,CA-2018-140186,29/09/2018,02/10/2018,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,35.3384,-119.0627,Online
5795,5795,5796,CA-2015-124856,29/09/2015,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1395.54,40.7402,-73.9996,Online
5796,5796,5797,CA-2015-124856,29/09/2015,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",117.36,40.7402,-73.9996,Online
5797,5797,5798,CA-2015-124856,29/09/2015,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,OFF-LA-10000121,Office Supplies,Labels,Avery 48,18.9,40.7402,-73.9996,Online
5798,5798,5799,CA-2015-124856,29/09/2015,03/10/2015,Second Class,LD-17005,Lisa DeCherney,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,77.52,40.7402,-73.9996,InStore
